running on 6718 samples
training model...
trained model...
sample 1 correct, score = 0.227369
sample 6256 incorrect/failed threshold, score = 0.584374
sample 6257 tone not detected, 1 false positives, score = 0.523738
sample 6258 tone not detected, 2 false positives, score = 0.501900
sample 6259 incorrect/failed threshold, score = 0.656421
sample 6260 correct, score = 0.467557
sample 6261 correct, score = 0.373844
sample 6262 no tones detected, score = 0.564019
sample 6263 correct, score = 0.512193
sample 6264 incorrect/failed threshold, score = 0.611743
sample 6265 tone not detected, 1 false positives, score = 0.517494
sample 6266 incorrect/failed threshold, score = 0.608998
sample 6267 incorrect/failed threshold, score = 0.599496
sample 6268 correct, score = 0.374279
sample 6269 correct, score = 0.346246
sample 6270 tone not detected, 1 false positives, score = 0.574161
sample 6271 correct, score = 0.456568
sample 6272 correct/failed threshold, score = 0.717384
sample 6273 correct, score = 0.512803
sample 6274 correct, score = 0.480945
sample 6275 correct, score = 0.383345
sample 6276 tone not detected, 1 false positives, score = 0.545945
sample 6277 incorrect/failed threshold, score = 0.598999
sample 6278 correct/failed threshold, score = 0.717374
sample 6279 tone not detected, 1 false positives, score = 0.551841
sample 6280 correct, score = 0.291913
sample 6281 correct, score = 0.538262
sample 6282 tone not detected, 1 false positives, score = 0.561138
sample 6283 tone not detected, 1 false positives, score = 0.471563
sample 6284 correct, score = 0.467934
sample 6285 correct, score = 0.298354
sample 6286 correct/failed threshold, score = 0.634050
sample 6287 correct, score = 0.567927
sample 6288 correct/failed threshold, score = 0.587788
sample 6289 correct, score = 0.553852
sample 6290 correct, score = 0.467743
sample 6291 correct with 1 false positives, score = 0.256526
sample 6292 incorrect/failed threshold, score = 0.649058
sample 6293 tone not detected, 1 false positives, score = 0.441411
sample 6294 correct/failed threshold, score = 0.684924
sample 6295 correct/failed threshold, score = 0.595510
sample 6296 incorrect/failed threshold, score = 0.659712
sample 6297 correct, score = 0.433024
sample 6298 correct, score = 0.392890
sample 6299 correct, score = 0.206020
sample 6300 correct, score = 0.290656
sample 6301 tone not detected, 1 false positives, score = 0.460720
sample 6302 correct, score = 0.437467
sample 6303 correct, score = 0.494955
sample 6304 correct, score = 0.334019
sample 6305 incorrect/failed threshold, score = 0.632377
sample 6306 tone not detected, 1 false positives, score = 0.529267
sample 6307 correct, score = 0.159119
sample 6308 correct, score = 0.344613
sample 6309 correct, score = 0.424827
sample 6310 correct, score = 0.329560
sample 6311 correct/failed threshold, score = 0.596601
sample 6312 correct, score = 0.299794
sample 6313 correct, score = 0.267287
sample 6314 correct, score = 0.327622
sample 6315 incorrect/failed threshold, score = 0.628341
sample 6316 correct, score = 0.394085
sample 6317 correct/failed threshold, score = 0.681473
sample 6318 incorrect/failed threshold, score = 0.609731
sample 6319 incorrect/failed threshold, score = 0.610181
sample 6320 correct/failed threshold, score = 0.585689
sample 6321 correct, score = 0.329977
sample 6322 incorrect/failed threshold, score = 0.683389
sample 6323 correct, score = 0.408245
sample 6324 no tones detected, score = 0.552715
sample 6325 correct, score = 0.323586
sample 6326 correct, score = 0.471246
sample 6327 no tones detected, score = 0.530743
sample 6328 correct, score = 0.410971
sample 6329 no tones detected, score = 0.554734
sample 6330 incorrect/failed threshold, score = 0.585756
sample 6331 correct/failed threshold, score = 0.688940
sample 6332 correct, score = 0.541033
sample 6333 correct/failed threshold, score = 0.584469
sample 6334 correct, score = 0.440384
sample 6335 correct, score = 0.194145
sample 6336 no tones detected, score = 0.563020
sample 6337 correct, score = 0.450593
sample 6338 no tones detected, score = 0.551162
sample 6339 correct, score = 0.352563
sample 6340 no tones detected, score = 0.577661
sample 6341 correct, score = 0.363493
sample 6342 incorrect/failed threshold, score = 0.586085
sample 6343 no tones detected, score = 0.563339
sample 6344 incorrect/failed threshold, score = 0.604302
sample 6345 incorrect/failed threshold, score = 0.587959
sample 6346 correct, score = 0.339151
sample 6347 no tones detected, score = 0.553554
sample 6348 incorrect/failed threshold, score = 0.622465
sample 6349 tone not detected, 1 false positives, score = 0.556675
sample 6350 correct/failed threshold, score = 0.616293
sample 6351 correct, score = 0.203956
sample 6352 correct, score = 0.252203
sample 6353 correct, score = 0.348237
sample 6354 correct, score = 0.543443
sample 6355 correct, score = 0.332068
sample 6356 tone not detected, 1 false positives, score = 0.523911
sample 6357 correct, score = 0.232380
sample 6358 correct/failed threshold, score = 0.613057
sample 6359 correct, score = 0.527788
sample 6360 correct/failed threshold, score = 0.581268
sample 6361 correct, score = 0.487469
sample 6362 incorrect/failed threshold, score = 0.637925
sample 6363 tone not detected, 1 false positives, score = 0.466656
sample 6364 correct/failed threshold, score = 0.621735
sample 6365 correct, score = 0.154868
sample 6366 correct, score = 0.397221
sample 6367 correct, score = 0.243790
sample 6368 incorrect/failed threshold, score = 0.599051
sample 6369 correct, score = 0.316113
sample 6370 correct, score = 0.246901
sample 6371 tone not detected, 1 false positives, score = 0.516084
sample 6372 correct, score = 0.405589
sample 6373 correct, score = 0.437401
sample 6374 correct, score = 0.399151
sample 6375 correct, score = 0.519272
sample 6376 correct, score = 0.403444
sample 6377 correct, score = 0.259003
sample 6378 tone not detected, 1 false positives, score = 0.332432
sample 6379 correct, score = 0.560329
sample 6380 no tones detected, score = 0.574039
sample 6381 correct, score = 0.564362
sample 6382 correct, score = 0.554799
sample 6383 incorrect/failed threshold, score = 0.592809
sample 6384 correct, score = 0.501177
sample 6385 correct, score = 0.316922
sample 6386 correct, score = 0.289903
sample 6387 correct, score = 0.449674
sample 6388 correct, score = 0.307533
sample 6389 correct, score = 0.475174
sample 6390 correct, score = 0.411480
sample 6391 correct, score = 0.447609
sample 6392 correct, score = 0.394185
sample 6393 correct, score = 0.214944
sample 6394 correct/failed threshold, score = 0.580762
sample 6395 correct, score = 0.388206
sample 6396 incorrect/failed threshold, score = 0.595440
sample 6397 correct, score = 0.327806
sample 6398 no tones detected, score = 0.578449
sample 6399 correct/failed threshold, score = 0.643657
sample 6400 no tones detected, score = 0.578606
sample 6401 no tones detected, score = 0.551892
sample 6402 correct, score = 0.576474
sample 6403 incorrect/failed threshold, score = 0.599261
sample 6404 correct, score = 0.423914
sample 6405 tone not detected, 1 false positives, score = 0.553343
sample 6406 correct, score = 0.508559
sample 6407 correct, score = 0.383888
sample 6408 correct, score = 0.311172
sample 6409 incorrect/failed threshold, score = 0.602902
sample 6410 correct, score = 0.265984
sample 6411 correct, score = 0.385428
sample 6412 correct, score = 0.489714
sample 6413 correct, score = 0.204491
sample 6414 correct, score = 0.569874
sample 6415 correct/failed threshold, score = 0.602786
sample 6416 correct, score = 0.270849
sample 6417 incorrect/failed threshold, score = 0.611244
sample 6418 tone not detected, 1 false positives, score = 0.428046
sample 6419 correct, score = 0.362652
sample 6420 correct, score = 0.527069
sample 6421 correct, score = 0.521969
sample 6422 correct, score = 0.430162
sample 6423 tone not detected, 1 false positives, score = 0.492204
sample 6424 correct, score = 0.426821
sample 6425 no tones detected, score = 0.566009
sample 6426 correct, score = 0.575755
sample 6427 correct, score = 0.293783
sample 6428 tone not detected, 2 false positives, score = 0.484672
sample 6429 incorrect/failed threshold, score = 0.615421
sample 6430 tone not detected, 1 false positives, score = 0.431691
sample 6431 tone not detected, 1 false positives, score = 0.568256
sample 6432 correct, score = 0.336701
sample 6433 correct/failed threshold, score = 0.661424
sample 6434 incorrect/failed threshold, score = 0.643419
sample 6435 correct, score = 0.236965
sample 6436 tone not detected, 1 false positives, score = 0.578603
sample 6437 tone not detected, 1 false positives, score = 0.468628
sample 6438 tone not detected, 1 false positives, score = 0.493557
sample 6439 correct, score = 0.316080
sample 6440 correct, score = 0.525023
sample 6441 correct/failed threshold, score = 0.581011
sample 6442 correct, score = 0.552497
sample 6443 correct, score = 0.558735
sample 6444 correct/failed threshold, score = 0.591564
sample 6445 correct, score = 0.422794
sample 6446 correct, score = 0.328753
sample 6447 correct, score = 0.415417
sample 6448 tone not detected, 1 false positives, score = 0.312314
sample 6449 incorrect/failed threshold, score = 0.582110
sample 6450 correct, score = 0.365586
sample 6451 correct, score = 0.451383
sample 6452 correct, score = 0.413406
sample 6453 correct, score = 0.315388
sample 6454 correct, score = 0.239310
sample 6455 correct/failed threshold, score = 0.654641
sample 6456 tone not detected, 1 false positives, score = 0.209621
sample 6457 tone not detected, 1 false positives, score = 0.574412
sample 6458 correct/failed threshold, score = 0.634422
sample 6459 no tones detected, score = 0.560457
sample 6460 correct, score = 0.353171
sample 6461 incorrect/failed threshold, score = 0.587933
sample 6462 correct, score = 0.287006
sample 6463 incorrect/failed threshold, score = 0.605927
sample 6464 correct, score = 0.342580
sample 6465 correct/failed threshold, score = 0.593592
sample 6466 correct, score = 0.309701
sample 6467 correct, score = 0.468513
sample 6468 incorrect/failed threshold, score = 0.667614
sample 6469 correct, score = 0.362438
sample 6470 correct, score = 0.531267
sample 6471 correct, score = 0.414726
sample 6472 incorrect/failed threshold, score = 0.584869
sample 6473 tone not detected, 1 false positives, score = 0.301092
sample 6474 tone not detected, 1 false positives, score = 0.520428
sample 6475 incorrect/failed threshold, score = 0.600615
sample 6476 incorrect/failed threshold, score = 0.613539
sample 6477 tone not detected, 1 false positives, score = 0.405473
sample 6478 correct, score = 0.306494
sample 6479 correct, score = 0.497792
sample 6480 correct, score = 0.430100
sample 6481 tone not detected, 1 false positives, score = 0.474189
sample 6482 correct, score = 0.509763
sample 6483 correct, score = 0.308264
sample 6484 correct/failed threshold, score = 0.597406
sample 6485 correct/failed threshold, score = 0.581127
sample 6486 correct, score = 0.458172
sample 6487 correct, score = 0.352648
sample 6488 correct, score = 0.526636
sample 6489 correct, score = 0.322674
sample 6490 incorrect/failed threshold, score = 0.607327
sample 6491 correct, score = 0.432004
sample 6492 no tones detected, score = 0.560274
sample 6493 correct, score = 0.511713
sample 6494 correct, score = 0.492230
sample 6495 correct, score = 0.461355
sample 6496 correct, score = 0.579459
sample 6497 correct, score = 0.450462
sample 6498 incorrect/failed threshold, score = 0.654512
sample 6499 correct, score = 0.489772
sample 6500 no tones detected, score = 0.541700
sample 6501 correct, score = 0.463241
sample 6502 incorrect/failed threshold, score = 0.599214
sample 6503 correct, score = 0.357677
sample 6504 incorrect/failed threshold, score = 0.673827
sample 6505 correct, score = 0.495457
sample 6506 correct, score = 0.331723
sample 6507 correct, score = 0.339078
sample 6508 correct, score = 0.442964
sample 6509 correct, score = 0.498738
sample 6510 correct, score = 0.348475
sample 6511 correct, score = 0.268245
sample 6512 correct, score = 0.427469
sample 6513 incorrect/failed threshold, score = 0.606909
sample 6514 no tones detected, score = 0.547890
sample 6515 correct, score = 0.374107
sample 6516 no tones detected, score = 0.571356
sample 6517 correct, score = 0.551695
sample 6518 correct, score = 0.500741
sample 6519 tone not detected, 1 false positives, score = 0.527798
sample 6520 correct, score = 0.495807
sample 6521 correct, score = 0.222851
sample 6522 correct, score = 0.445678
sample 6523 correct, score = 0.316923
sample 6524 correct, score = 0.489081
sample 6525 correct, score = 0.547504
sample 6526 tone not detected, 1 false positives, score = 0.520580
sample 6527 correct, score = 0.333201
sample 6528 correct/failed threshold, score = 0.588684
sample 6529 correct, score = 0.351349
sample 6530 correct, score = 0.428559
